transaction_id,card_number,bin,bin_country,card_type,card_brand,cardholder_name,issuing_bank,transaction_amount,transaction_currency,transaction_local_date,transmission_date_and_time,merchant_category_code,merchant_name,merchant_city,merchant_country,acquiring_country,authorization_code,transaction_fee,pos_entry_mode,transaction_status,channel,motif_rejet,cvv_validation,expiration_date_valid,is_ecommerce,is_domestic,ip_address,user_agent,customer_city,customer_phone,device_id,merchant_id,terminal_id,risk_score,is_fraud
69,4729118872463705,472911,Maroc,Debit,Visa,Sara Alaoui,Banque Populaire,33.37,MAD,2025-01-01,2025-01-01T00:24:56,6011,Bijouterie L'Or,Unknown,Népal,Maroc,803294,1.43,MANUAL,approved,ECOM,none,not_checked,True,True,True,191.222.5.226,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Casablanca,0757126140,DEV-642,MID-5118,TERM-23706,0.8071718794932703,0
70,4660773506958278,466077,Espagne,Debit,Discover,Mehdi Fassi,Crédit du Maroc,65.99,EUR,2025-01-06,2025-01-06T18:11:46,5411,FastFood Al Baraka,Unknown,Espagne,Chine,406660,1.09,EMV,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Laâyoune,0626526985,DEV-853,MID-6703,TERM-60529,0.7364241266976077,0
71,4148442784653383,414844,Maroc,Debit,Discover,Ali Alaoui,CIH Bank,13.46,MAD,2025-01-10,2025-01-10T05:43:33,5722,Souvenirs Medina,Rabat,Maroc,Maroc,766457,43.69,EMV,approved,POS,none,valid,False,False,True,0.0.0.0,N/A,Fès,0712572002,DEV-377,MID-4254,TERM-29638,0.6367207393813558,0
72,4206097319116676,420609,France,Prepaid,MasterCard,Youssef El Idrissi,CIH Bank,66.93,MAD,2025-01-27,2025-01-27T05:55:38,3000,FastFood Al Baraka,Unknown,USA,Trinidade et Tobaggo,753759,6.54,MANUAL,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Casablanca,0636431260,DEV-404,MID-8652,TERM-62497,0.9450545448787536,0
73,4937438906503042,493743,Maroc,Prepaid,Amex,Fatima Fassi,SGMB,32.79,MAD,2025-01-01,2025-01-01T10:10:41,3000,Restau Chez Hassan,Unknown,Cambodia,Cambodia,000000,36.26,EMV,declined,POS,Bad Cvv2/Cvc2,valid,False,False,False,0.0.0.0,N/A,Rabat,0697700601,DEV-635,MID-8289,TERM-78893,0.9154908321695503,0
74,4075119151934334,407511,Maroc,Credit,Visa,Omar El Hariri,Banque Populaire,19.38,MAD,2025-01-01,2025-01-01T01:35:53,4814,BIM Store,Oujda,Maroc,Japon,000000,16.91,MAGSTRIPE,declined,ECOM,expired_card,invalid,True,True,False,152.140.232.161,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Tetouan,0603858456,DEV-429,MID-3140,TERM-22728,0.923574654896722,0
75,4768584140145060,476858,Maroc,Debit,Discover,Youssef Melian,Attijariwafa Bank,47.12,MAD,2025-01-12,2025-01-12T00:35:37,5812,Station Afriquia,Unknown,Indonésie,Maroc,000000,1.06,MAGSTRIPE,declined,ECOM,Bad CVV/CVC,not_checked,False,True,True,221.171.105.114,Mozilla/5.0 (Linux; Android 11; SM-G998B),Meknès,0618665856,DEV-218,MID-1394,TERM-18713,0.8236771751587949,0
76,4755236612721062,475523,Maroc,Debit,Discover,Sara Tahiri,Crédit du Maroc,29.22,MAD,2025-01-26,2025-01-26T15:16:01,3000,Station Afriquia,Unknown,Chine,Colombie,550099,22.51,EMV,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Tanger,0778954067,DEV-980,MID-5908,TERM-72174,0.8162002844045035,0
77,4976489801521092,497648,Chine,Debit,MasterCard,Youssef El Hariri,BMCE Bank,70.68,MAD,2025-01-09,2025-01-09T22:24:43,5541,Souvenirs Medina,Unknown,Philippines,Philippines,256696,4.48,FALLBACK,approved,ECOM,none,not_checked,True,True,False,175.50.225.248,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Rabat,0710632624,DEV-565,MID-7423,TERM-76253,0.8565700854925722,0
78,4755861738350810,475586,Chine,Credit,MasterCard,Khadija Melian,Banque Populaire,10.0,USD,2025-01-12,2025-01-12T20:33:42,5812,Bijouterie L'Or,Unknown,France,Maroc,000000,8.86,MANUAL,declined,POS,expired_card,valid,True,False,False,0.0.0.0,N/A,Tetouan,0652991403,DEV-604,MID-9975,TERM-81782,0.9809054315175607,0
79,4978167550963408,497816,Maroc,Credit,Amex,Mohamed El Hariri,BMCE Bank,156.7,MAD,2025-01-03,2025-01-03T14:02:01,5812,Electro Planet,Unknown,Antigua et Barbade,République Dominicaine,197730,49.19,FALLBACK,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Rabat,0602480732,DEV-694,MID-1126,TERM-36271,0.8476587849954037,0
80,4009322448806664,400932,Maroc,Debit,MasterCard,Omar Tahiri,BMCI,106.04,MAD,2025-01-19,2025-01-19T18:37:31,5812,SuperMarket Marjane,Marrakech,Maroc,Maroc,559936,11.03,FALLBACK,approved,ATM,none,invalid,True,False,True,0.0.0.0,N/A,Laâyoune,0686699704,DEV-491,MID-2441,TERM-11415,0.6186636655518515,0
81,4608044220196387,460804,Maroc,Prepaid,MasterCard,Mohamed Fassi,Al Barid Bank,104.97,MAD,2025-01-18,2025-01-18T19:50:32,6011,Acima,Unknown,Népal,Népal,122241,38.32,MANUAL,approved,ECOM,none,invalid,False,True,False,1.210.22.113,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Tanger,0672397854,DEV-612,MID-9665,TERM-69475,0.9371356248524708,0
82,4867250112156621,486725,Maroc,Prepaid,Discover,Zineb El Idrissi,SGMB,47.23,MAD,2025-01-08,2025-01-08T01:47:40,5541,Restau Chez Hassan,Unknown,Philippines,Allemagne,000000,24.86,FALLBACK,declined,ATM,Invalid Card,valid,True,False,False,0.0.0.0,N/A,Agadir,0720428619,DEV-195,MID-9631,TERM-22624,0.9245263348157036,0
83,4841560107842963,484156,Maroc,Debit,MasterCard,Khadija El Idrissi,BMCE Bank,40.89,MAD,2025-01-25,2025-01-25T16:08:08,3000,Souvenirs Medina,Laâyoune,Maroc,Maroc,563908,32.75,MAGSTRIPE,approved,ATM,none,valid,False,False,True,0.0.0.0,N/A,Agadir,0662006139,DEV-408,MID-1439,TERM-95750,0.6373368822936104,0
84,4899581039338987,489958,Chine,Prepaid,Discover,Fatima Qadiri,Crédit du Maroc,10.0,MAD,2025-01-10,2025-01-10T12:48:55,5541,Restau Chez Hassan,Unknown,Côte d'Ivoire,Japon,994371,33.97,FALLBACK,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Tanger,0692340653,DEV-713,MID-2158,TERM-78823,0.8471826766368659,0
85,4270942457334977,427094,Maroc,Credit,MasterCard,Mohamed Mansouri,CIH Bank,58.54,EUR,2025-01-02,2025-01-02T15:36:22,5947,SuperMarket Marjane,Unknown,République Dominicaine,République Dominicaine,000000,17.18,EMV,declined,POS,limit_exceeded,invalid,False,False,False,0.0.0.0,N/A,Casablanca,0648889947,DEV-591,MID-7094,TERM-57630,0.9230750208341284,0
86,4764337765149749,476433,Allemagne,Debit,Discover,Mohamed El Amrani,Attijariwafa Bank,89.71,USD,2025-01-05,2025-01-05T12:29:49,5947,Acima,Unknown,Japon,République Dominicaine,000000,47.48,FALLBACK,declined,ATM,limit_exceeded,invalid,True,False,False,0.0.0.0,N/A,Tanger,0683421003,DEV-238,MID-6425,TERM-59581,0.9385066721063857,0
87,4852574931734947,485257,USA,Debit,Discover,Mehdi Alaoui,Crédit du Maroc,18.49,USD,2025-01-08,2025-01-08T10:01:18,5947,Acima,Fès,Maroc,Maroc,000000,13.59,MANUAL,declined,POS,Bad CVV/CVC,not_checked,True,False,False,0.0.0.0,N/A,Fès,0786462810,DEV-971,MID-9214,TERM-90885,0.9830411528716331,1
88,4771867545467973,477186,Maroc,Debit,Amex,Omar Bennani,CIH Bank,43.35,MAD,2025-01-25,2025-01-25T17:18:55,5947,Electro Planet,Unknown,France,France,000000,48.61,FALLBACK,declined,POS,Bad Cvv2/Cvc2,invalid,False,False,False,0.0.0.0,N/A,Casablanca,0681236336,DEV-950,MID-5655,TERM-74572,0.9322077574672165,0
89,4420134843035294,442013,Maroc,Debit,Visa,Mehdi El Hariri,BMCI,27.31,MAD,2025-01-12,2025-01-12T06:38:07,5947,Restau Chez Hassan,Unknown,Indonésie,Indonésie,000000,35.79,FALLBACK,declined,POS,Bad Cvv3-cvc3,valid,False,False,False,0.0.0.0,N/A,Rabat,0665534954,DEV-744,MID-2423,TERM-11538,0.9195989343788857,0
90,4100381387721611,410038,Maroc,Credit,Visa,Omar Fassi,SGMB,133.48,EUR,2025-01-13,2025-01-13T07:05:19,4814,Bijouterie L'Or,Rabat,Maroc,Maroc,000000,9.17,FALLBACK,declined,ECOM,Invalid Card,not_checked,True,True,True,212.56.76.248,Mozilla/5.0 (Linux; Android 11; SM-G998B),Meknès,0632476975,DEV-956,MID-7472,TERM-42761,0.8360269753056144,0
91,4230250496058325,423025,Maroc,Prepaid,Visa,Aya Tahiri,Crédit du Maroc,51.95,MAD,2025-01-24,2025-01-24T11:33:30,4814,Carrefour Market,Unknown,France,France,904892,13.52,MANUAL,approved,ATM,none,not_checked,True,False,False,0.0.0.0,N/A,Agadir,0739645584,DEV-213,MID-4155,TERM-62740,0.9630926114036087,0
92,4575107203877453,457510,Maroc,Credit,Discover,Mehdi Bennani,BMCE Bank,10.87,MAD,2025-01-29,2025-01-29T04:30:02,6011,Carrefour Market,Rabat,Maroc,Maroc,000000,26.32,MAGSTRIPE,declined,POS,expired_card,not_checked,True,False,True,0.0.0.0,N/A,Tetouan,0636489832,DEV-943,MID-9353,TERM-44525,0.7196772616032338,0
93,4852931835321325,485293,France,Debit,Visa,Zineb Melian,Crédit du Maroc,25.42,MAD,2025-01-16,2025-01-16T03:35:05,3000,FastFood Al Baraka,Unknown,Espagne,Espagne,298509,6.08,MAGSTRIPE,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Tanger,0733725320,DEV-623,MID-4474,TERM-58127,0.8308430959439218,0
94,4745987628134241,474598,Maroc,Credit,MasterCard,Mohamed El Idrissi,Crédit du Maroc,179.8,MAD,2025-01-25,2025-01-25T16:37:50,4814,Carrefour Market,Unknown,Inde,Inde,844604,15.83,EMV,approved,ATM,none,not_checked,True,False,False,0.0.0.0,N/A,Marrakech,0776549542,DEV-920,MID-5650,TERM-45227,0.8497956509137425,0
95,4665378499518928,466537,Maroc,Debit,Discover,Mohamed Melian,CIH Bank,69.35,MAD,2025-01-31,2025-01-31T12:14:26,3000,BIM Store,Laâyoune,Maroc,Maroc,000000,5.07,FALLBACK,declined,ECOM,limit_exceeded,not_checked,True,True,True,56.191.254.69,Mozilla/5.0 (Linux; Android 11; SM-G998B),Laâyoune,0619942699,DEV-305,MID-3600,TERM-76436,0.8285242691559557,0
96,4288251966455522,428825,France,Credit,Discover,Zineb Bennani,BMCE Bank,11.31,MAD,2025-01-21,2025-01-21T01:58:35,3000,Carrefour Market,Unknown,Côte d'Ivoire,Côte d'Ivoire,161107,41.94,MANUAL,approved,ECOM,none,not_checked,True,True,False,229.8.147.45,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Marrakech,0700563067,DEV-355,MID-8321,TERM-51000,0.948354662586605,0
97,4678340861069538,467834,Allemagne,Credit,Discover,Youssef El Hariri,Crédit du Maroc,16.47,EUR,2025-01-30,2025-01-30T23:07:04,5411,Electro Planet,Unknown,Equateur,Equateur,000000,42.19,FALLBACK,declined,ECOM,Invalid Card,not_checked,True,True,False,107.209.208.176,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Casablanca,0743584457,DEV-773,MID-4520,TERM-61865,0.8798000458245806,0
98,4288179276503390,428817,USA,Credit,Amex,Mehdi Mansouri,CIH Bank,39.32,MAD,2025-01-10,2025-01-10T08:04:00,6011,Carrefour Market,Rabat,Maroc,Maroc,548648,46.77,EMV,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Tetouan,0638372665,DEV-569,MID-1930,TERM-97389,0.7318345573641144,0
99,4544047526397547,454404,Maroc,Credit,Discover,Aya El Hariri,BMCE Bank,15.83,MAD,2025-01-30,2025-01-30T21:36:52,5094,Restau Chez Hassan,Casablanca,Maroc,Maroc,858004,9.91,MAGSTRIPE,approved,POS,none,valid,False,False,True,0.0.0.0,N/A,Tanger,0600674795,DEV-156,MID-2770,TERM-96683,0.5786816255141758,0
100,4853480621950124,485348,Espagne,Prepaid,Amex,Mehdi Bennani,Al Barid Bank,18.48,MAD,2025-01-15,2025-01-15T16:37:03,5947,Bijouterie L'Or,Meknès,Maroc,Maroc,451019,6.96,MAGSTRIPE,approved,ECOM,none,invalid,True,True,False,13.140.193.144,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Oujda,0788611172,DEV-522,MID-4460,TERM-48505,0.8265267975211248,0
101,4857540975445785,485754,USA,Debit,Discover,Ali Bennani,Attijariwafa Bank,37.32,MAD,2025-01-16,2025-01-16T05:01:22,5094,BIM Store,Unknown,République Dominicaine,République Dominicaine,000000,28.97,FALLBACK,declined,ECOM,Bad CVV/CVC,invalid,True,True,False,220.154.185.12,Mozilla/5.0 (Linux; Android 11; SM-G998B),Tetouan,0770081068,DEV-634,MID-7980,TERM-64550,0.9162408868211919,0
102,4007931654261431,400793,Maroc,Prepaid,Amex,Omar Tahiri,CIH Bank,31.65,EUR,2025-01-03,2025-01-03T03:39:53,3000,Acima,Unknown,Cambodia,Cambodia,835065,24.54,MAGSTRIPE,approved,POS,none,valid,True,False,False,0.0.0.0,N/A,Agadir,0693234765,DEV-301,MID-4096,TERM-38808,0.7972559801746343,0
103,4702675960320831,470267,Inde,Debit,MasterCard,Amine Mansouri,SGMB,54.38,EUR,2025-01-19,2025-01-19T03:30:19,6011,BIM Store,Unknown,Japon,Japon,000000,49.63,EMV,declined,ATM,Bad Cvv3-cvc3,valid,True,False,False,0.0.0.0,N/A,Casablanca,0754481281,DEV-897,MID-9088,TERM-37708,0.8831153249085483,0
104,4000489749541564,400048,Maroc,Credit,MasterCard,Sara Tahiri,BMCI,22.6,MAD,2025-01-09,2025-01-09T13:30:46,5541,Electro Planet,Unknown,Philippines,Philippines,109102,18.28,MANUAL,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Casablanca,0760895235,DEV-304,MID-1078,TERM-70031,0.9481896130312907,0
105,4881017372596459,488101,Maroc,Prepaid,Amex,Ali Fassi,CIH Bank,22.41,MAD,2025-01-29,2025-01-29T23:38:37,5722,Bijouterie L'Or,Laâyoune,Maroc,Maroc,000000,11.76,MAGSTRIPE,declined,ECOM,limit_exceeded,invalid,True,True,True,189.7.83.204,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Tetouan,0737529490,DEV-341,MID-7031,TERM-10700,0.8253235034310303,0
106,4013539428851208,401353,Maroc,Debit,MasterCard,Ali El Hariri,Banque Populaire,10.0,MAD,2025-01-06,2025-01-06T00:44:57,3000,Electro Planet,Unknown,Népal,Népal,000000,21.81,EMV,declined,POS,limit_exceeded,not_checked,True,False,False,0.0.0.0,N/A,Fès,0716214265,DEV-640,MID-8945,TERM-89635,0.915968640123081,0
107,4216443126201373,421644,France,Prepaid,Discover,Omar El Amrani,Crédit du Maroc,75.58,MAD,2025-01-13,2025-01-13T16:19:24,5411,Acima,Unknown,Equateur,Malaisie,000000,45.7,MANUAL,declined,ECOM,Bad Cvv3-cvc3,valid,False,True,False,255.204.138.235,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Oujda,0765309632,DEV-279,MID-9899,TERM-71528,0.9694128353579402,0
108,4750226180672574,475022,Maroc,Debit,MasterCard,Mohamed El Amrani,Banque Populaire,22.05,MAD,2025-01-13,2025-01-13T12:11:05,4814,Electro Planet,Unknown,Côte d'Ivoire,Côte d'Ivoire,969045,13.25,EMV,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Laâyoune,0753602370,DEV-944,MID-7106,TERM-91698,0.8282425842699784,0
109,4424926511186164,442492,Maroc,Credit,Discover,Fatima El Idrissi,BMCE Bank,24.72,MAD,2025-01-22,2025-01-22T13:28:27,5947,Bijouterie L'Or,Fès,Maroc,République Dominicaine,771889,40.65,MANUAL,approved,ECOM,none,valid,True,True,False,72.239.89.101,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Meknès,0645899156,DEV-791,MID-2691,TERM-68772,0.9487424360033958,0
110,4636217782899587,463621,Maroc,Debit,MasterCard,Youssef Fassi,Attijariwafa Bank,49.5,MAD,2025-01-10,2025-01-10T23:51:55,4814,Restau Chez Hassan,Rabat,Maroc,Maroc,108835,20.28,MAGSTRIPE,approved,POS,none,not_checked,True,False,True,0.0.0.0,N/A,Marrakech,0660036425,DEV-735,MID-2987,TERM-65900,0.6344367081125956,0
111,4765354697885238,476535,France,Credit,MasterCard,Mohamed El Hariri,Crédit du Maroc,16.0,MAD,2025-01-30,2025-01-30T09:55:30,4814,Bijouterie L'Or,Tetouan,Maroc,Maroc,000000,48.34,MANUAL,declined,ECOM,expired_card,not_checked,True,True,False,46.208.216.91,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Agadir,0787898964,DEV-916,MID-4975,TERM-50885,0.9817888879044442,0
112,4051916801275940,405191,Maroc,Credit,Amex,Mohamed El Amrani,CIH Bank,186.02,MAD,2025-01-19,2025-01-19T10:36:20,5411,FastFood Al Baraka,Unknown,USA,USA,000000,44.56,FALLBACK,declined,POS,Invalid Card,invalid,True,False,False,0.0.0.0,N/A,Marrakech,0728363958,DEV-601,MID-1575,TERM-90792,0.9026340297510905,0
113,4050838084593084,405083,Maroc,Credit,Visa,Khadija Mansouri,Attijariwafa Bank,10.0,MAD,2025-01-13,2025-01-13T09:54:28,6011,FastFood Al Baraka,Unknown,Côte d'Ivoire,Allemagne,316363,13.33,EMV,approved,ATM,none,valid,False,False,False,0.0.0.0,N/A,Casablanca,0747408056,DEV-309,MID-3533,TERM-37411,0.7503873842117935,0
114,4671005799775033,467100,Inde,Debit,Visa,Fatima Qadiri,Al Barid Bank,181.54,MAD,2025-01-05,2025-01-05T11:33:13,5722,FastFood Al Baraka,Unknown,Pérou,Pérou,000000,23.62,FALLBACK,declined,POS,Bad Cvv2/Cvc2,valid,True,False,False,0.0.0.0,N/A,Laâyoune,0605161105,DEV-844,MID-3203,TERM-42423,0.9505196954909312,0
115,4313131026498691,431313,Maroc,Credit,Discover,Youssef Tahiri,SGMB,42.57,MAD,2025-01-10,2025-01-10T06:46:18,5094,Station Afriquia,Unknown,Cambodia,Cambodia,000000,40.27,FALLBACK,declined,ATM,Bad CVV/CVC,valid,True,False,False,0.0.0.0,N/A,Casablanca,0612789778,DEV-600,MID-7324,TERM-82756,0.9281228304876409,0
116,4015180763263721,401518,Inde,Credit,Discover,Fatima El Amrani,Attijariwafa Bank,115.6,EUR,2025-01-31,2025-01-31T01:25:28,5947,Restau Chez Hassan,Unknown,Allemagne,Allemagne,914400,38.05,MAGSTRIPE,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Tetouan,0649502691,DEV-300,MID-6918,TERM-24567,0.8267965086310455,0
117,4739348705996178,473934,Maroc,Prepaid,MasterCard,Fatima Bennani,SGMB,56.46,MAD,2025-01-04,2025-01-04T10:12:50,4814,Bijouterie L'Or,Unknown,Malaisie,Malaisie,000000,15.22,FALLBACK,declined,ATM,Bad Cvv2/Cvc2,not_checked,True,False,False,0.0.0.0,N/A,Tetouan,0776406950,DEV-633,MID-1558,TERM-24832,0.9315933394429698,0
118,4616280203905972,461628,Maroc,Prepaid,Amex,Mehdi Bennani,Crédit du Maroc,18.66,USD,2025-01-26,2025-01-26T07:00:20,5812,Souvenirs Medina,Unknown,Allemagne,Allemagne,590538,30.11,MANUAL,approved,POS,none,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0650376008,DEV-412,MID-1478,TERM-71746,0.9605626297196219,0
119,4423416737091541,442341,Maroc,Prepaid,Discover,Fatima Fassi,Al Barid Bank,49.87,MAD,2025-01-22,2025-01-22T13:16:00,5094,SuperMarket Marjane,Unknown,Philippines,Philippines,211549,20.43,MAGSTRIPE,approved,ECOM,none,invalid,False,True,False,211.253.157.179,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Marrakech,0752409512,DEV-340,MID-1306,TERM-23537,0.8176838414326681,0
120,4160659930973728,416065,Maroc,Debit,MasterCard,Sara El Hariri,BMCI,142.3,MAD,2025-01-21,2025-01-21T16:32:41,5541,FastFood Al Baraka,Unknown,France,France,992516,0.07,MAGSTRIPE,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Casablanca,0721574296,DEV-487,MID-4415,TERM-22655,0.8155887530295138,0
121,4783928197698148,478392,Maroc,Debit,Amex,Mehdi Melian,BMCE Bank,26.77,MAD,2025-01-21,2025-01-21T15:37:17,5947,Restau Chez Hassan,Unknown,Népal,Philippines,000000,45.79,FALLBACK,declined,POS,limit_exceeded,invalid,False,False,False,0.0.0.0,N/A,Marrakech,0602989138,DEV-596,MID-3874,TERM-15838,0.9214127402926139,0
122,4059109110519565,405910,Maroc,Credit,Discover,Sara Alaoui,Al Barid Bank,21.55,MAD,2025-01-24,2025-01-24T17:02:01,5094,SuperMarket Marjane,Laâyoune,Maroc,Antigua et Barbade,000000,13.65,EMV,declined,POS,Invalid Card,invalid,False,False,False,0.0.0.0,N/A,Tetouan,0741990573,DEV-660,MID-5950,TERM-15453,0.9280350572440379,0
123,4623358978322944,462335,Maroc,Prepaid,Amex,Aya Fassi,Crédit du Maroc,46.57,USD,2025-01-30,2025-01-30T15:48:37,6011,FastFood Al Baraka,Unknown,Thailande,Allemagne,284568,20.76,MAGSTRIPE,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Tanger,0685620876,DEV-457,MID-5957,TERM-73709,0.7537254650645113,0
124,4725744394052566,472574,Maroc,Debit,MasterCard,Omar Qadiri,CIH Bank,10.0,MAD,2025-01-23,2025-01-23T07:22:55,5411,BIM Store,Unknown,Japon,Japon,000000,11.89,MAGSTRIPE,declined,ECOM,limit_exceeded,not_checked,False,True,False,203.217.79.32,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Tanger,0644472720,DEV-753,MID-9030,TERM-77064,0.8614594650876408,0
125,4955377009606159,495537,Chine,Debit,Amex,Aya El Amrani,SGMB,53.18,MAD,2025-01-15,2025-01-15T16:58:01,5411,Station Afriquia,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,000000,4.17,EMV,declined,ECOM,expired_card,invalid,False,True,False,146.42.92.38,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Agadir,0766360958,DEV-120,MID-1808,TERM-94681,0.9082153202830189,0
126,4430801414160492,443080,Allemagne,Credit,MasterCard,Mohamed Alaoui,CIH Bank,17.92,MAD,2025-01-24,2025-01-24T04:14:18,3000,FastFood Al Baraka,Unknown,Côte d'Ivoire,Côte d'Ivoire,000000,5.8,MAGSTRIPE,declined,ATM,Bad Cvv2/Cvc2,not_checked,False,False,False,0.0.0.0,N/A,Rabat,0615942904,DEV-231,MID-5788,TERM-20793,0.9241238146958669,0
127,4327598085176901,432759,Chine,Prepaid,MasterCard,Sara El Amrani,BMCE Bank,184.79,MAD,2025-01-11,2025-01-11T20:38:29,5722,Station Afriquia,Unknown,Thailande,Thailande,000000,1.18,MANUAL,declined,POS,Bad CVV/CVC,not_checked,True,False,False,0.0.0.0,N/A,Meknès,0784067976,DEV-451,MID-9457,TERM-89666,0.9856409974766956,1
128,4394182232700938,439418,Maroc,Debit,Amex,Ali Melian,BMCE Bank,72.5,MAD,2025-01-07,2025-01-07T12:56:17,3000,FastFood Al Baraka,Unknown,Népal,Népal,000000,49.29,MAGSTRIPE,declined,ECOM,Invalid Card,invalid,True,True,False,95.251.12.147,Mozilla/5.0 (Linux; Android 11; SM-G998B),Casablanca,0692348899,DEV-158,MID-5052,TERM-69746,0.9302747983156113,0
129,4926676969955713,492667,Maroc,Prepaid,Amex,Mohamed Mansouri,CIH Bank,23.24,MAD,2025-01-25,2025-01-25T05:53:53,6011,Carrefour Market,Unknown,Philippines,Philippines,866399,35.17,MANUAL,approved,ECOM,none,not_checked,True,True,False,33.156.120.91,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Meknès,0733639524,DEV-404,MID-6815,TERM-61980,0.929081316287468,0
130,4015630085899916,401563,Maroc,Prepaid,Amex,Mohamed El Idrissi,BMCE Bank,71.02,MAD,2025-01-13,2025-01-13T23:26:19,5812,Station Afriquia,Unknown,République Dominicaine,Cambodia,000000,6.31,MAGSTRIPE,declined,ECOM,expired_card,valid,False,True,False,216.127.206.152,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Tanger,0690881444,DEV-747,MID-9788,TERM-26583,0.9249904361781034,0
131,4396165967003132,439616,Maroc,Credit,Amex,Zineb Bennani,Banque Populaire,22.05,MAD,2025-01-04,2025-01-04T07:47:32,4814,FastFood Al Baraka,Tanger,Maroc,Maroc,486287,3.51,EMV,approved,ECOM,none,invalid,False,True,True,106.33.21.95,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Casablanca,0650007108,DEV-201,MID-5068,TERM-48147,0.6107770664057246,0
132,4728781134362743,472878,Maroc,Prepaid,MasterCard,Youssef Fassi,Crédit du Maroc,107.53,MAD,2025-01-06,2025-01-06T21:41:30,5812,Carrefour Market,Unknown,Pérou,Pérou,000000,39.91,MANUAL,declined,ATM,Invalid Card,invalid,False,False,False,0.0.0.0,N/A,Oujda,0745906376,DEV-161,MID-4967,TERM-33163,0.9859197940037037,1
133,4720862725680068,472086,Maroc,Credit,Visa,Mehdi Mansouri,Banque Populaire,186.63,MAD,2025-01-06,2025-01-06T14:29:15,3000,Bijouterie L'Or,Unknown,Philippines,Philippines,000000,6.25,MAGSTRIPE,declined,ECOM,Bad Cvv2/Cvc2,invalid,True,True,False,84.159.40.165,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Meknès,0681110743,DEV-326,MID-4850,TERM-41141,0.9402208705685048,0
134,4027657778713322,402765,Chine,Debit,Discover,Omar Mansouri,Banque Populaire,67.55,MAD,2025-01-22,2025-01-22T08:55:50,6011,BIM Store,Unknown,Côte d'Ivoire,Côte d'Ivoire,000000,21.88,MAGSTRIPE,declined,ECOM,limit_exceeded,invalid,False,True,False,132.67.238.37,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Fès,0789874832,DEV-910,MID-4309,TERM-17055,0.8828196041496116,0
135,4148071948293949,414807,Maroc,Debit,Discover,Omar Bennani,CIH Bank,83.8,MAD,2025-01-25,2025-01-25T16:54:09,5411,Restau Chez Hassan,Marrakech,Maroc,Maroc,660956,42.92,MANUAL,approved,ECOM,none,not_checked,False,True,True,136.162.30.85,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Meknès,0632732684,DEV-911,MID-1432,TERM-48294,0.8423288095059288,0
136,4404792727476247,440479,Maroc,Prepaid,Amex,Khadija Melian,CIH Bank,43.57,MAD,2025-01-03,2025-01-03T12:04:01,5947,Bijouterie L'Or,Unknown,Thailande,Thailande,299116,8.46,EMV,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Marrakech,0723418795,DEV-298,MID-3702,TERM-56251,0.8146630792723817,0
